Tour,Id_phrase,phrase,lemmes,accord
40,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s169,la rectification de l' évaluation et des prévisions de recettes et dépenses inscrites à certains chapitres en fonction de la réalisation effective .,le rectification de le évaluation et de+le prévision de recette et dépense inscrire à certain chapitre en fonction de le réalisation effectif .,A
40,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s170,le rattachement au budget de nouvelles subventions et l' ajustement des prévisions aux notifications définitives .,le rattachement à+le budget de nouveau subvention et le ajustement de+le prévision à+le notification définitif .,A
40,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s171,Le troisième point se présente cette année dans des conditions bien particulières .,le troisième point se_expl présenter ce année dans un condition bien particulier .,A
40,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s172,"En effet , la dotation complémentaire qui est venue s' ajouter en juillet dernier à la dotation provisoire à partir de laquelle le budget initial avait été établi s' est avérée nettement inférieure à la simple reconduction des subventions pour l' année budgétaire 1990 .","en effet , le dotation complémentaire qui être venir se_expl ajouter en juillet dernier à le dotation provisoire à partir de lequel le budget initial avoir être établir se_expl être avérer nettement inférieur à le simple reconduction de+le subvention pour le année budgétaire 1990 .",A
40,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s173,"Alors que le Ministère de l' Education Nationale estimait les "" besoins de fonctionnement "" de notre établissement à plus de 7 Millions de Francs , la dotation complémentaire obtenue ne s' est élevée qu' à 3 125 000 F .","alors que le ministère de le Education national estimer le "" besoin de fonctionnement "" de son établissement à plus de 7 million de franc , le dotation complémentaire obtenir ne se_expl être élever que à 3 125 000 F .",A
40,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s174,"Un abattement égal à 7,5 % du fond de roulement de chaque Université a en effet , été effectué sur les "" besoins de fonctionnement "" , suivi d' un second abattement à 1,6 Millions en raison de spécificités de l' Université Paris-X .","un abattement égal à 7,5 % de+le fond de roulement de chaque université avoir en effet , être effectuer sur le "" besoin de fonctionnement "" , suivre de un second abattement à 1,6 million en raison de spécificité de le université Paris-X .",A
40,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s175,"Sur les 3 125 000 r eçus , 1 125 000 sont préaffectés : 700 000 aux Bibliothèques","sur le 3 125 000 r lier , 1 125 000 être préaffecter : 700 000 à+le Bibliothèques",A
40,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s176,325 000 aux IUT,325 000 à+le IUT,A
40,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s177,"le reste à répartir de cette dotation complémentaire se réduit donc à 2,1 Millions .","le reste à répartir de ce dotation complémentaire se_expl réduire donc à 2,1 million .",A
40,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s178,"Or cette dotation est censée résulter de l' intégration d' une série de dotations particulières renouvelées jusqu' en 1990 s' élevant à un total de 3 627 000 KF ( SCISU , LP.T. , CIOUX , Magistères , IPAG ) .","or ce dotation être censé résulter de le intégration de un série de dotation particulier renouveler jusque en 1990 se_expl élever à un total de 3 627 000 KF ( SCISU , LP.T. , CIOUX , Magistères , IPAG ) .",A
40,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s179,"Ce total rapproché des 2,1 Millions disponibles illustre la difficulté de "" boucler "" le budget initialement arrêté .","ce total rapprocher de+le 2,1 million disponible illustrer le difficulté de "" boucler "" le budget initialement arrêter .",A
40,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s180,"Il n' a paru acceptable ni de faire supporter ces difficultés aux seuls services et composantes dont les financements ont été intégrés dans la "" dotation complémentaire "" , ni d' augmenter considérablement le prélèvement sur les ressources générales de l' établissement , déjà évalué à 1,164 Millions dans le budget initial , ni de réduire les charges , le cadre général du budget arrêté en mars dernier ne comportant guère de marge de manoeuvre , ni dans les dépenses d' infrastructure ni dans les dépenses à caractère pédagogique .","lui ne avoir paraître acceptable ni de faire supporter ce difficulté à+le seul service et composante dont le financement avoir être intégrer dans le "" dotation complémentaire "" , ni de augmenter considérablement le prélèvement sur le ressource général de le établissement , déjà évaluer à 1,164 million dans le budget initial , ni de réduire le charge , le cadre général de+le budget arrêter en mars dernier ne comporter guère un marge de manoeuvre , ni dans le dépense de infrastructure ni dans le dépense à caractère pédagogique .",A
40,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s181,"La solution proposée consiste à procéder à un écrêtement des réserves des UFR et Services , à hauteur de 5 % d' un montant figurant au compte financier de l' exercice 1990 : cette proposition répercute donc sur les composantes internes de l' Université , en amortissant les effets , la procédure utilisée par le M.E.N.","le solution proposer consister à procéder à un écrêtement un réserve de+le UFR et service , à hauteur de 5 % de un montant figurer à+le compte financier de le exercice 1990 : ce proposition répercuter donc sur le composante interne de le université , en amortir le effet , le procédure utiliser par le M.E.N.",A
40,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s182,"En raison de leur régime particulier , IUT et Bibliothèques échappent à cet écrêtement , de même que le CEP et le CFC dont réglementairement les reliquats ne peuvent être utilisés qu' à financer des actions de formation continue .","en raison de son régime particulier , IUT et Bibliothèques échapper à ce écrêtement , de même que le CEP et le CFC dont réglementairement le reliquat ne pouvoir être utiliser que à financer un action de formation continu .",A
40,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s183,"De même , ne sont pas concernées par cette procédure les ressources grevées d' une affectation particulière et qui ne sont de ce fait pas intégrées dans les réserves : reliquats de subvention d' investissement , taxe d' apprentissage , crédits de recherche , produits de conventions ...","de même , ne être pas concerner par ce procédure le ressource grever de un affectation particulier et qui ne être de ce fait pas intégrer dans le réserve : reliquat de subvention de investissement , taxe de apprentissage , crédit de recherche , produit de convention ...",A
40,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s184,"Cet ecrêtement , au demeurant modéré au regard de l' importance des réserves de certaines unités et services , - permet de dégager environ un Million de francs et de n' accroître le prélèvement sur les réserves générales que d' un demi-million supplémentaire , somme à ajouter au 1,164 million prévu dans le budget initial .","ce ecrêtement , à+le demeurer modérer à+le regard de le importance de+le réserve de certain unité et service , - permettre de dégager environ un million de franc et de ne accroître le prélèvement sur le réserve général que de un demi-million supplémentaire , somme à ajouter à+le 1,164 million prévoir dans le budget initial .",A
40,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s185,"Dans la DBM , ne figurent pas les éléments financiers pour la BDIC , MEDIADIX et le SCISU , qui feront l' objet d' une prochaine DBM .","dans le DBM , ne figurer pas le élément financier pour le BDIC , MEDIADIX et le SCISU , qui faire le objet de un prochain DBM .",A
40,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s186,"En annexe , figure une liste de subventions qui doivent être formellement adoptées par le Conseil d' Administration , de même qu' un relèvement des droits de scolarité à l' I.P.A.G.","en annexe , figurer un liste de subvention qui devoir être formellement adopter par le conseil de administration , de même que un relèvement un droit de scolarité à le I.P.A.G.",A
41,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s187,Le Président ajoute que cet abattement a été appliqué à tous les établissements publics et non pas seulement aux Universités .,le président ajouter que ce abattement avoir être appliquer à tout le établissement public et non pas seulement à+le université .,A
41,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s188,"Le Ministère refuse le terme de prélèvement et parle d' une "" non-distribution "" ;","le ministère refuser le terme de prélèvement et parler de un "" non-distribution "" ;",A
41,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s189,"cela dit , le prélèvement de 7,5 % se fait sur 35 millions et non sur 28 millions .","cela dire , le prélèvement de 7,5 % se_expl faire sur 35 million et non sur 28 million .",A
42,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s190,Mme MOUTEL fait observer que le calcul du Ministère est surprenant dans la mesure où dans les 35 millions de réserves ont été comptées les subventions au titre de la Formation Continue .,Monsieur MOUTEL faire observer que le calcul de+le ministère être surprenant dans le mesure où dans le 35 million de réserve avoir être compter le subvention à+le titre de le formation continu .,A
43,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s191,Mme ULLMO propose de rédiger une motion sur la dotation de l' Université de Paris X. ( voir texte en annexe ),Monsieur ULLMO proposer de rédiger un motion sur le dotation de le université de Paris X. ( voir texte en annexe ),A
44,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s192,"M. HIMY rappelle que lors du vote du budget , avait été évoquée l' hypothèse d' un déséquilibre du budget et la possibilité d' un prélèvement sur les réserves .","Monsieur HIMY rappeler que lors de+le vote de+le budget , avoir être évoquer le hypothèse de un déséquilibre de+le budget et le possibilité de un prélèvement sur le réserve .",A
45,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s193,Le Président signale que le prélevement du MEN a été estimé sur si l'on considère que l' Université a effectivement prélevé sur ses réserves pour équilibrer son budget .,le président signaler que le prélevement de+le MEN avoir être estimer sur si on considérer que le université avoir effectivement prélever sur son réserve pour équilibrer son budget .,A
46,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s194,M. NOCQ s' associe aux craintes de Mme ULLMO et indique que le budget du SCISU sera amputé de 110 000 Frs .,Monsieur NOCQ soi associer à+le crainte de Monsieur ULLMO et indiquer que le budget de+le SCISU être amputer de 110 000 franc .,A
46,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s195,"Le budget pédagogique sera donc réduit et la situation sera , sans nul doute , critique .","le budget pédagogique être donc réduire et le situation être , sans nul doute , critique .",A
47,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s196,M. HIMY estime qu' il faut exprimer notre insatisfaction devant une telle situation .,Monsieur HIMY estimer que il_expl falloir exprimer son insatisfaction devant un tel situation .,A
47,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s197,"La Commission Budgétaire ne peut certes régler les problèmes du budget , mais elle peut émettre des souhaits .","le commission budgétaire ne pouvoir certes régler le problème de+le budget , mais lui pouvoir émettre un souhait .",A
48,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s198,M. ZIGHERA pense que l'on peut recommander aux U.F.R de retarder certaines dépenses de fin d' année .,Monsieur ZIGHERA penser que on pouvoir recommander à+le U.F.R de retarder certain dépense de fin de année .,A
49,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s199,"Vote de la décision budgétaire modificative , concernant :","vote de le décision budgétaire modificatif , concerner :",A
49,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s200,le budget de l' exercice 1991 :,le budget de le exercice 1991 :,A
49,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s201,de l' Université,de le université,A
49,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s202,de la bibliothèque universitaire,de le bibliothèque universitaire,A
49,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s203,de l' IUT de Ville d' Avray,de le IUT de ville de Avray,A
49,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s204,du centre de formation continue de l' IUT de Ville d' Avray .,de+le centre de formation continu de le IUT de ville de Avray .,A
49,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s205,La DBM N° 1 est votée à l' unanimité des membres présents et représentés .,le DBM N° 1 être voter à le unanimité de+le membre présent et représenter .,A
49,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s206,Vote sur le montant des droits d' inscription à l' I.P.AG :,vote sur le montant de+le droit de inscription à le I.P.AG :,A
49,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s207,"Cette proposition est adoptée à l' unanimité des membres présents et représentés , moins 7 contre .","ce proposition être adopter à le unanimité de+le membre présent et représenter , moins 7 contre .",A
49,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s208,Vote sur la motion présentée par Mme ULLMO :,vote sur le motion présenter par Monsieur ULLMO :,A
49,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s209,approuvée à l' unanimité des membres présents et représentés .( cf. annexe ) .,approuver à le unanimité de+le membre présent et représenter .( cf annexe ) .,A
50,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s210,Rapport des Publications - Editions de l' Espace Européen :,rapport de+le Publications - Editions de le espace européen :,A
50,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s211,"M. G. GENOT rappelle que l' Université de Paris X - Nanterre a pris , par décision du Conseil d' Administration du 3 juillet 1989 , et conformément à l' article 20 de la loi d' Orientation , une participation de 20 % dans le capital de la SARL "" Editions de l' Espace Européen "" .","Monsieur G. GENOT rappeler que le université de Paris X - Nanterre avoir prendre , par décision de+le conseil de administration du 3 juillet 1989 , et conformément à le article 20 de le loi de orientation , un participation de 20 % dans le capital de le Sarl "" Editions de le espace européen "" .",A
50,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s212,Le décret n° 85-1298 du 4 décembre 1985 fait obligation de présenter au Conseil d' Administration de l' Université un rapport annuel sur les résultats de la gestion de la société et ses rapports avec l' Université .,le décret n° 85-1298 du 4 décembre 1985 faire obligation de présenter à+le conseil de administration de le université un rapport annuel sur le résultat de le gestion de le société et son rapport avec le université .,A
50,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s213,Le bilan de la SARL E.E.E et le rapport d' activités ont été présentés à la Commission Budgétaire .,le bilan de le Sarl E.E.E et le rapport de activité avoir être présenter à le commission budgétaire .,A
50,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s214,1990 a été une année de développement et structuration de l' entreprise .,1990 avoir être un année de développement et structuration de le entreprise .,A
50,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s215,Le capital est passé de 50 000 à 500 000 Frs et le personnel de 2 à 10 salariés .,le capital être passer de 50 000 à 500 000 franc et le personnel de 2 à 10 salarié .,A
50,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s216,La société a déménagé et s' est réorganisée .,le société avoir déménager et se_expl être réorganiser .,A
50,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s217,Elle a ouvert une librairie à l' Université de Paris VIII-Saint-Denis .,lui avoir ouvrir un librairie à le université de Paris VIII-Saint-Denis .,A
50,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s218,Les comptes fournisseurs importants constatés à la fin de l' année correspondent à des tirages prévus pour une activité de 2 ans .,le compte fournisseur important constater à le fin de le année correspondre à un tirage prévoir pour un activité de 2 an .,A
50,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s219,Les factures ( à 90 ou 120 jours ) ont été réglées en 1991 .,le facture ( à 90 ou 120 jour ) avoir être régler en 1991 .,A
50,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s220,Les stocks importants enregistrés au bilan correspondent également à 2 années ( 1990-1991 ) de ventes .,le stock important enregistrer à+le bilan correspondre également à 2 année ( 1990-1991 ) de vente .,A
50,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s221,Le déficit de 300 000 Frs ( sur un volume total de 2 Millions ) devrait être résorbé en 1991 .,le déficit de 300 000 franc ( sur un volume total de 2 million ) devoir être résorber en 1991 .,A
50,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s222,Le Chiffre d' Affaires du 1er semestre 1991 est en croissance de 113 % par rapport à celui du 1er semestre 1990 .,le chiffre de affaire de+le 1er semestre 1991 être en croissance de 113 % par rapport à celui de+le 1er semestre 1990 .,A
50,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s223,Activité Editoriale et rapports avec l' Université de Paris X :,activité éditorial et rapport avec le université de Paris X :,A
50,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s224,"La Collection PUBLIDIX , créée par convention entre les E.E.E et l' Université , a publié 4 ouvrages à ce jour .","le collection PUBLIDIX , créer par convention entre le E.E.E et le université , avoir publier 4 ouvrage à ce jour .",A
50,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s225,"Ces ouvrages ne sont pas spécifiquement subventionnés ( ils peuvent recevoir une aide à la publication du Conseil Scientifique de l' Université , comme ceux qui sont publiés chez d' autres éditeurs ) .","ce ouvrage ne être pas spécifiquement subventionner ( eux pouvoir recevoir un aide à le publication de+le conseil scientifique de le université , comme celui qui être publier chez un autre éditeur ) .",A
50,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s226,"Généralement difficiles , ces ouvrages entraînent une immobilisation financière parfois longue , et des risques financiers .","généralement difficile , ce ouvrage entraîner un immobilisation financier parfois long , et un risque financier .",A
50,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s227,Les E.E.E distribuent 5 publications éditées par les Centres de Recherche de l' UPX .,le E.E.E distribuer 5 publication éditer par le centre de recherche de le UPX .,A
50,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s228,Environ 15 % des ouvrages publiés par les E.E.E reçoivent une subvention ( de diverses sources ) .,environ 15 % de+le ouvrage publier par le E.E.E recevoir un subvention ( de divers source ) .,A
50,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s229,Les subventions couvrent environ 1 / 6 ou 1 / 7 du montant des frais engagés .,le subvention couvrir environ 1 / 6 ou 1 / 7 de+le montant de+le frais engager .,A
50,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s230,Une minorité des auteurs renonce à ses droits ( généralement ouvrages collectifs ) ;,un minorité de+le auteur renoncer à son droit ( généralement ouvrage collectif ) ;,A
50,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s231,l' incidence de cette renonciation sur le prix de vente de l' ouvrage est de 10 % .,le incidence de ce renonciation sur le prix de vente de le ouvrage être de 10 % .,A
50,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s232,"Les E.E.E ont mis en place un réseau de diffusion-distribution propre ( après un essai non concluant de recours à une distribution extérieure , insuffisamment ciblée ) :","le E.E.E avoir mettre en place un réseau de diffusion-distribution propre ( après un essai non conclure de recours à un distribution extérieur , insuffisamment cibler ) :",A
50,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s233,650 librairies en France ( dont 200 grandes librairies ) et 400 dans le reste du monde sont en compte .,650 librairie en France ( dont 200 grand librairie ) et 400 dans le reste de+le monde être en compte .,A
50,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s234,Parmi elles :,parmi eux :,A
50,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s235,"250 librairies sont régulièrement visitées et suivies , dont 2 à 4 par ville universitaire ,","250 librairie être régulièrement visiter et suivre , dont 2 à 4 par ville universitaire ,",A
50,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s236,80 librairies présentent l' ensemble du fonds .,80 librairie présenter le ensemble de+le fonds .,A
50,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s237,"Les E.E.E effectuent environ 30 mailings par an , ciblés dans un fichier de 50 000 adresses .","le E.E.E effectuer environ 30 mailing par an , cibler dans un fichier de 50 000 adresse .",A
50,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s238,Le rendement de ces mailings ( entre 10 et 15 % ) est nettement supérieur à la moyenne de ce genre d' opération .,le rendement de ce mailing ( entre 10 et 15 % ) être nettement supérieur à le moyenne de ce genre de opération .,A
50,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s239,Enfin chaque année sont lancées environ 10 ventes par souscription .,enfin chaque année être lancer environ 10 vente par souscription .,A
51,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s240,Le Président remercie M. GENOT pour son rapport .,le président remercier Monsieur GENOT pour son rapport .,A
52,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s241,"Les membres du CA demandent que les Editions de l' Espace Européen fournissent , aussitôt que possible en janvier 1992 , des éléments de "" pré-bilan "" permettant à l' université de se rendre compte si , comme cela a été indiqué , l' équilibre du bilan a bien été atteint en 1991 .","le membre de+le CA demander que le Editions de le espace européen fournir , aussitôt que possible en janvier 1992 , un élément de "" pré-bilan "" permettre à le université de se_expl rendre compte si , comme cela avoir être indiquer , le équilibre de+le bilan avoir bien être atteindre en 1991 .",A
52,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s242,"Le rapport et la convention avec la SARL E.E.E sont approuvés par tous les membres du Conseil d' Administration , moins 1 abstention .","le rapport et le convention avec le Sarl E.E.E être approuver par tout le membre de+le conseil de administration , moins 1 abstention .",A
53,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s244,Mme SAPORTA explique que la D.P.D.U a décidé la création d' une structure nationale pour aider les établissement dans la mise en oeuvre des outils d' informatique de gestion .,Monsieur SAPORTA expliquer que le D.P.D.U avoir décider le création de un structure national pour aider le établissement dans le mise en oeuvre un outil de informatique de gestion .,A
53,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s245,"La forme juridique proposée est celle d' un G.I.P , Groupement d' Intérêt Public , régi par la loi du 15 juillet 1982 dont la dénomination est :","le forme juridique proposer être celui de un G.I.P , groupement de intérêt public , régir par le loi du 15 juillet 1982 dont le dénomination être :",A
53,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s246,""" Groupement pour l' informatique de Gestion des Universités et des Etablissements "" ( G.I.G.U.E ) .",""" groupement pour le informatique de gestion de+le université et de+le établissement "" ( G.I.G.U.E ) .",A
53,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s247,"La constitution de ce groupement a fait l' objet d' une convention constitutive , arrêtée par le Ministère de l' Education Nationale en accord avec le Ministère du Budget .","le constitution de ce groupement avoir faire le objet de un convention constitutif , arrêter par le ministère de le Education national en accord avec le ministère de+le budget .",A
53,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s248,L' objet du G.I.G.U.E est d' étudier et de développer toutes les applications informatiques nécessaires aux besoins de la gestion des établissements membres ou utilisateurs .,le objet de+le G.I.G.U.E être de étudier et de développer tout le application informatique nécessaire à+le besoin de le gestion de+le établissement membre ou utilisateur .,A
53,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s249,"Il assure le développement et la maintenance de logiciels conçus en commun , il constitue la documentation et la diffuse ;","lui assurer le développement et le maintenance de logiciel concevoir en commun , lui constituer le documentation et le diffuser ;",A
53,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s250,il assure la formation des utilisateurs ;,lui assurer le formation de+le utilisateur ;,A
53,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s251,il facilite les échanges d' expériences et assure l' information des établissements sur l' évolution des matériels .,lui faciliter le échange de expérience et assurer le information de+le établissement sur le évolution de+le matériel .,A
53,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s252,Le G.I.P sera financé à part égale par l' Administration Centrale au moyen d' une subvention et par les établissements au moyen de cotisations annuelles .,le G.I.P être financer à part égal par le administration central à+le moyen de un subvention et par le établissement à+le moyen de cotisation annuel .,A
53,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s253,Le Conseil d' Administration de Paris X doit donc se prononcer sur l' adhésion de l' Université au G.I.G.U.E et sur le principe d' une participation financière .,le conseil de administration de Paris X devoir donc soi prononcer sur le adhésion de le université à+le G.I.G.U.E et sur le principe de un participation financier .,A
54,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s254,Les principes de l' adhésion et de la participation financière sont adoptés à l' unanimité des membres présents et représentés .,le principe de le adhésion et de le participation financier être adopter à le unanimité de+le membre présent et représenter .,A
55,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s256,"Le Président annonce les dates pour les élections - Collège USAGERS - aux Conseil d' Administration , Conseil des Etudes et de la Vie Universitaire et Conseil Scientifique :","le président annoncer le date pour le élection - collège USAGERS - à+le conseil de administration , conseil de+le Etudes et de le vie universitaire et conseil scientifique :",A
55,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s257,le mardi 26 et le mercredi 27 novembre 1991 .,le mardi 26 et le mercredi 27 novembre 1991 .,A
55,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s258,Ce calendrier est soumis à l' avis des mouvements étudiants .,ce calendrier être soumettre à le avis de+le mouvement étudiant .,A
55,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s259,Les dates proposées sont approuvées à l' unanimité des membres présents et représentés .,le date proposer être approuver à le unanimité de+le membre présent et représenter .,A
55,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s260,Approbation de conventions :,approbation de convention :,A
55,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s261,Convention entre l' Université de Paris X - Nanterre et l' Université de la République d' URUGUAY :,convention entre le université de Paris X - Nanterre et le université de le république de Uruguay :,A
55,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s262,"Il s' agit de promouvoir le développement et la diffusion de la Culture et , en particulier , le développement de l' enseignement supérieur et de la recherche scientifique , technologique et sociale .","il_expl se_expl agir de promouvoir le développement et le diffusion de le culture et , en particulier , le développement de le enseignement supérieur et de le recherche scientifique , technologique et social .",A
55,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s263,Accord entre l' Université de Paris X - Nanterre et l' Université d' Essex ( Royaume-Uni ) :,accord entre le université de Paris X - Nanterre et le université de Essex ( Royaume-uni ) :,A
55,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s264,Il s' agit d' un accord de coopération dans le domaine des études juridiques afin de favoriser le développement des enseignements et des recherches des deux Universités en Droit Français et Droit Anglais .,il_expl se_expl agir de un accord de coopération dans le domaine de+le étude juridique afin de favoriser le développement de+le enseignement et de+le recherche de+le deux université en droit français et droit anglais .,A
55,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s265,Accord de mise en oeuvre d' un programme ERASMUS d' études et d' échanges entre l' Université de Paris X - Nanterre et l' Université de STIRLING :,accord de mise en oeuvre de un programme Erasmus de étude et de échange entre le université de Paris X - Nanterre et le université de Stirling :,A
55,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s266,Il s' agit de la mise en place d' un échange d' étudiants dont le nombre sera déterminé annuellement d' un commun accord .,il_expl se_expl agir de le mise en place de un échange de étudiant dont le nombre être déterminer annuellement de un commun accord .,A
55,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s267,Accord de mise en oeuvre d' un programme ERASMUS d' études et d' échanges entre l' Université de Paris X - Nanterre et l' Université de TREVES :,accord de mise en oeuvre de un programme Erasmus de étude et de échange entre le université de Paris X - Nanterre et le université de Treves :,A
55,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s268,"Un échange d' étudiants sera mis en place entre l' U.F.R Littératures , Langages et Philosophie , l' Institut d' Etudes Germaniques de Paris X et le Fachbereich "" Sprach und Literaturwissenschaften "" de l' Université de TREVES .","un échange de étudiant être mettre en place entre le U.F.R littérature , langage et philosophie , le institut de Etudes germanique de Paris X et le Fachbereich "" Sprach und Literaturwissenschaften "" de le université de Treves .",A
55,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s269,Ces conventions sont approuvées à l' unanimité des membres présents et représentés .,ce convention être approuver à le unanimité de+le membre présent et représenter .,A
55,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s270,Approbation de subventions :,approbation de subvention :,A
55,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s271,"Faute d' informations plus précises , l' examen de la subvention de 25 000 Frs pour l' Association MUSIDIX , prélevée sur le budget des Affaires Culturelles , est reporté à la prochaine séance du Conseil d' Administration fixée au 4 novembre 1991 .","faute de information plus précis , le examen de le subvention de 25 000 franc pour le association MUSIDIX , prélever sur le budget de+le affaire culturel , être reporter à le prochain séance de+le conseil de administration fixer à+le 4 novembre 1991 .",A
55,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s272,La subvention de 5 000 Frs pour l' ANDACI prélevée sur le budget de la Mission Handicap est approuvée à l' unanimité des membres présents et représentés .,le subvention de 5 000 franc pour le ANDACI prélever sur le budget de le mission Handicap être approuver à le unanimité de+le membre présent et représenter .,A
55,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s273,Approbation des procès-verbaux des Conseil d' Administration des 13 mai 1991 et 24 juin 1991 :,approbation de+le procès-verbal de+le conseil de administration de+le 13 mai 1991 et 24 juin 1991 :,A
55,frau-upn_2010040-04_CR_CA_1991-09-23_TEI.s274,Deux demandes de rectification ont été formulées :,deux demande de rectification avoir être formuler :,A
